scc_id,size,members,dag_indegree,dag_outdegree,dag_level,external_out_edges,external_in_edges,internal_edges,source_like_score,is_source_scc,is_source_like_hub
259,1,720575941639255669,1,0,5,0,1,0,-2,False,False
260,1,720575941639378463,1,0,5,0,1,0,-2,False,False
261,1,720575941639610143,1,0,5,0,1,0,-2,False,False
262,1,720575941639612959,1,0,5,0,1,0,-2,False,False
263,1,720575941643073125,1,0,5,0,1,0,-2,False,False
264,1,720575941643128933,1,0,5,0,1,0,-2,False,False
265,1,720575941643170661,1,0,5,0,1,0,-2,False,False
266,1,720575941644989816,1,0,5,0,1,0,-2,False,False
267,1,720575941645099128,1,0,5,0,1,0,-2,False,False
268,1,720575941652080149,1,0,5,0,1,0,-2,False,False
269,1,720575941652140817,1,0,5,0,1,0,-2,False,False
270,1,720575941652162321,1,0,5,0,1,0,-2,False,False
271,1,720575941656374296,1,0,5,0,1,0,-2,False,False
272,1,720575941658862416,1,0,5,0,1,0,-2,False,False
273,1,720575941661502520,1,0,5,0,1,0,-2,False,False
274,1,720575941668487923,1,0,5,0,1,0,-2,False,False
275,1,720575941668531443,1,0,5,0,1,0,-2,False,False
276,1,720575941669019825,1,0,5,0,1,0,-2,False,False
277,1,720575941670382247,1,0,5,0,1,0,-2,False,False
278,1,720575941679976125,1,0,5,0,1,0,-2,False,False
279,1,720575941680049853,1,0,5,0,1,0,-2,False,False
280,1,720575941686580748,1,0,5,0,1,0,-2,False,False
281,1,720575941687270518,1,0,5,0,1,0,-2,False,False
282,1,720575941688312438,1,0,5,0,1,0,-2,False,False
283,1,720575941689608923,1,0,5,0,1,0,-2,False,False
284,1,720575941722491194,1,0,5,0,1,0,-2,False,False
285,1,720575941722847290,1,0,5,0,1,0,-2,False,False
286,1,720575941730667819,1,0,5,0,1,0,-2,False,False
287,1,720575941731662891,1,0,5,0,1,0,-2,False,False
289,1,720575941352155952,1,0,3,0,1,0,-2,False,False
290,1,720575941399747363,1,0,3,0,1,0,-2,False,False
291,1,720575941402595184,1,0,3,0,1,0,-2,False,False
292,1,720575941408747055,1,0,3,0,1,0,-2,False,False
293,1,720575941414121876,1,0,3,0,1,0,-2,False,False
294,1,720575941415487260,1,0,3,0,1,0,-2,False,False
295,1,720575941428941487,1,0,3,0,1,0,-2,False,False
296,1,720575941440844635,1,0,3,0,1,0,-2,False,False
297,1,720575941442141903,1,0,3,0,1,0,-2,False,False
298,1,720575941449376605,1,0,3,0,1,0,-2,False,False
299,1,720575941458438640,1,0,3,0,1,0,-2,False,False
302,1,720575941475490612,1,0,3,0,1,0,-2,False,False
307,1,720575941482969085,1,0,3,0,1,0,-2,False,False
308,1,720575941483211962,1,0,3,0,1,0,-2,False,False
309,1,720575941483774717,1,0,3,0,1,0,-2,False,False
310,1,720575941486103437,1,0,3,0,1,0,-2,False,False
311,1,720575941495251655,1,0,3,0,1,0,-2,False,False
313,1,720575941629973798,1,0,6,0,1,0,-2,False,False
317,1,720575941502773995,1,0,3,0,1,0,-2,False,False
318,1,720575941612207533,1,0,4,0,1,0,-2,False,False
320,1,720575941508257118,1,0,3,0,1,0,-2,False,False
321,1,720575941510869202,1,0,3,0,1,0,-2,False,False
325,1,720575941523519051,1,0,3,0,1,0,-2,False,False
326,1,720575941534281906,1,0,3,0,1,0,-2,False,False
327,1,720575941537025010,1,0,3,0,1,0,-2,False,False
328,1,720575941538677397,1,0,3,0,1,0,-2,False,False
329,1,720575941539085042,1,0,3,0,1,0,-2,False,False
330,1,720575941507559749,1,0,4,0,1,0,-2,False,False
340,1,720575941546531508,1,0,3,0,1,0,-2,False,False
341,1,720575941547810952,1,0,3,0,1,0,-2,False,False
342,1,720575941549234292,1,0,3,0,1,0,-2,False,False
344,1,720575941560330541,1,0,3,0,1,0,-2,False,False
345,1,720575941574640744,1,0,3,0,1,0,-2,False,False
346,1,720575941574681609,1,0,3,0,1,0,-2,False,False
347,1,720575941575563663,1,0,3,0,1,0,-2,False,False
348,1,720575941576168296,1,0,3,0,1,0,-2,False,False
349,1,720575941578992629,1,0,3,0,1,0,-2,False,False
353,1,720575941430448376,1,0,6,0,1,0,-2,False,False
355,1,720575941536138433,1,0,7,0,1,0,-2,False,False
361,1,720575941521225143,1,0,3,0,1,0,-2,False,False
365,1,720575941415567388,1,0,5,0,1,0,-2,False,False
368,1,720575941590069559,1,0,3,0,1,0,-2,False,False
369,1,720575941610682470,1,0,3,0,1,0,-2,False,False
371,1,720575941483809722,1,0,5,0,1,0,-2,False,False
372,1,720575941526957133,1,0,5,0,1,0,-2,False,False
375,1,720575941438167871,1,0,5,0,1,0,-2,False,False
376,1,720575941481682685,1,0,5,0,1,0,-2,False,False
377,1,720575941491986919,1,0,5,0,1,0,-2,False,False
380,1,720575941585519070,1,0,3,0,1,0,-2,False,False
381,1,720575941589964542,1,0,3,0,1,0,-2,False,False
382,1,720575941592081259,1,0,3,0,1,0,-2,False,False
384,1,720575941611389542,1,0,3,0,1,0,-2,False,False
385,1,720575941625418634,1,0,3,0,1,0,-2,False,False
386,1,720575941631276524,1,0,3,0,1,0,-2,False,False
387,1,720575941640028703,1,0,3,0,1,0,-2,False,False
388,1,720575941566335286,1,0,4,0,1,0,-2,False,False
390,1,720575941477770049,1,0,3,0,1,0,-2,False,False
391,1,720575941560101747,1,0,3,0,1,0,-2,False,False
392,1,720575941653253649,1,0,3,0,1,0,-2,False,False
393,1,720575941662458492,1,0,3,0,1,0,-2,False,False
394,1,720575941702387674,1,0,3,0,1,0,-2,False,False
395,1,720575941731789611,1,0,3,0,1,0,-2,False,False
396,1,720575941731831339,1,0,3,0,1,0,-2,False,False
397,1,720575941732788011,1,0,3,0,1,0,-2,False,False
405,1,720575941352176432,1,0,1,0,1,0,-2,False,False
409,1,720575941452223610,1,0,1,0,1,0,-2,False,False
411,1,720575941486814214,1,0,1,0,1,0,-2,False,False
413,1,720575941513788881,1,0,1,0,1,0,-2,False,False
425,1,720575941555345153,1,0,2,0,1,0,-2,False,False
427,1,720575941652987889,1,0,2,0,1,0,-2,False,False
429,1,720575941720866362,1,0,1,0,1,0,-2,False,False
433,1,720575941477601844,1,0,1,0,1,0,-2,False,False
434,1,720575941503905879,1,0,1,0,1,0,-2,False,False
441,1,720575941457653488,1,0,1,0,1,0,-2,False,False
442,1,720575941479851683,1,0,2,0,1,0,-2,False,False
444,1,720575941507710480,1,0,2,0,1,0,-2,False,False
450,1,720575941671781287,1,0,2,0,1,0,-2,False,False
454,1,720575941596735621,1,0,2,0,1,0,-2,False,False
457,1,720575941531393995,1,0,1,0,1,0,-2,False,False
459,1,720575941526968578,1,0,2,0,1,0,-2,False,False
471,1,720575941571962888,1,0,1,0,1,0,-2,False,False
495,1,720575941531276675,1,0,1,0,1,0,-2,False,False
497,1,720575941434515488,1,0,1,0,1,0,-2,False,False
508,1,720575941521313975,1,0,4,0,1,0,-2,False,False
510,1,720575941628172345,1,0,3,0,1,0,-2,False,False
512,1,720575941469969629,1,0,5,0,1,0,-2,False,False
513,1,720575941546524521,1,0,5,0,1,0,-2,False,False
530,1,720575941541900636,1,0,2,0,1,0,-2,False,False
538,1,720575941427908692,1,0,1,0,1,0,-2,False,False
548,1,720575941570119668,1,0,1,0,1,0,-2,False,False
564,1,720575941440816575,1,0,1,0,1,0,-2,False,False
565,1,720575941534708714,1,0,1,0,1,0,-2,False,False
570,1,720575941471537675,1,0,1,0,1,0,-2,False,False
571,1,720575941626745452,1,0,1,0,1,0,-2,False,False
574,1,720575941480922242,1,0,2,0,1,0,-2,False,False
576,1,720575941566766695,1,0,3,0,1,0,-2,False,False
583,1,720575941393214724,1,0,1,0,1,0,-2,False,False
584,1,720575941431479945,1,0,1,0,1,0,-2,False,False
586,1,720575941408569262,1,0,1,0,1,0,-2,False,False
589,1,720575941681326525,1,0,1,0,1,0,-2,False,False
595,1,720575941515501667,1,0,1,0,1,0,-2,False,False
6,1,720575941400855587,1,0,5,0,2,0,-3,False,False
12,1,720575941410937455,1,0,5,0,2,0,-3,False,False
13,1,720575941444772010,1,0,5,0,2,0,-3,False,False
18,1,720575941547662452,1,0,5,0,2,0,-3,False,False
25,1,720575941613520915,1,0,5,0,2,0,-3,False,False
56,1,720575941461668240,1,0,5,0,2,0,-3,False,False
58,1,720575941528103556,1,0,5,0,2,0,-3,False,False
68,1,720575941551079679,1,0,5,0,2,0,-3,False,False
82,1,720575941482957309,1,0,5,0,2,0,-3,False,False
122,1,720575941506248005,1,0,5,0,2,0,-3,False,False
129,1,720575941516371034,1,0,5,0,2,0,-3,False,False
